S1_1,S1_2,S1_3,S1_4,S1_5,S1_6,S2_1,S2_2,S3_1,S3_2,S4_1,S4_2
0.3996715562107056,0.17916956792669225,0.21497190502122976,0.3075411730715132,0.1591025335019367,0.1338637887938603,0.4079741796228973,0.34082066338828554,0.4129805627649148,0.3795726543971796,0.29126858064046246,0.9410031690583196
0.9850530241874367,0.30666617803399276,0.8773971361251824,0.4830684773187386,0.1426330685035282,0.14651545637480012,0.7270533614346277,0.7541705591884238,0.3350075620364805,0.4111719543861909,0.23671795358086456,0.9424045517646817
0.9734739889217963,0.3044306812771538,0.9407649084650984,0.6145622652411475,0.1431786408429616,0.141119443936077,0.6756366005886321,0.7686661396789987,0.2969733181466836,0.41254092807912457,0.18946919229051673,0.9415266325187872
0.2839647062100994,0.06351009638274263,0.008229110024331021,0.008812481942186423,0.020390766188029374,0.04609475032066257,0.4151623446043686,0.3333778192979935,0.6302630841905739,0.5691261149368074,0.3906853796731866,0.9557173586665186
0.35446878392303915,0.20522593176247028,0.08743882544877124,0.07587402484841732,0.03160909741927753,0.04679592707816482,0.4269525642203007,0.3418164645975139,0.5160296506523991,0.5664728463361826,0.39606694957456057,0.9554812740153693
0.5755281543124511,0.5291897240440449,0.4367228566252379,0.33920832129479095,0.7272820268017313,0.37476373391837114,0.49046499078576744,0.49200792534543325,0.5477341897412771,0.5272101162918261,0.3665987055783262,0.008506281232712354
0.3273860884564783,0.07054641404283757,0.10759470726861764,0.1622074544930001,0.10447710301104962,0.11090787147168157,0.18290112709610185,0.1737519120408706,0.9005545493587306,0.651772609235195,0.1756122424787918,0.9567458722999191
0.8465221142869268,0.3160112874256811,0.920971542504958,0.3747760762789767,0.021447812596306903,0.07027010548154067,0.6076748424409288,0.9438347585951306,0.465242638683776,0.3984701366148329,0.2703705459803132,0.003167743076758711
0.6714727085472987,0.682009748231394,0.4877650897224157,0.39107194452481053,0.9686295904803046,0.8740015852690703,0.46516387183487495,0.40489071851652625,0.5171499523871717,0.5591622445522262,0.8828500983856884,0.99400515966623
0.4544771341888918,0.21845567486343498,0.2835599057461877,0.2704709621502843,0.12844818767644028,0.18422657155042543,0.6290255251128656,0.36301573776540863,0.07916798924497925,0.19922095517631533,0.22570588653661616,0.962411246309955
0.4373869234832455,0.25275772345867153,0.236179082835406,0.1917075989595105,0.18791557268104953,0.2711724894825238,0.41511143692059704,0.35125091110671747,0.31922997927449615,0.27682906175868993,0.4224532372395515,0.9553438319761227
0.4957274473235884,0.38699747132341145,0.23385898133165028,0.2028893383412651,0.0939066389337313,0.09337845253321575,0.27457568445402103,0.00908540278601322,0.6549097223519311,0.17496048323346258,0.08519238519716055,0.944383322559375
0.9823252706873973,0.292850075127717,0.8870400580026399,0.4922854666283456,0.14195110307900904,0.14541796231969784,0.7241414419092962,0.759262491145364,0.3306383852714134,0.4059359828384004,0.2296531613760635,0.9424045517646817
0.5636986110721409,0.32066551837851875,0.3141562443361181,0.2849754406242937,0.13151703208677645,0.18846411804224772,0.39885152264878343,0.35161022082138516,0.33549302612163956,0.4469910805009931,0.2437590384295163,0.95742847917424
0.5160185932581953,0.4425550628511701,0.28345115098909446,0.20418954059550742,0.00947931939845148,0.05155173465027474,0.44495352128456034,0.3651407980780732,0.5357656328769735,0.6089251439539112,0.42084113700479975,0.9555351986432186
0.4275892782588926,0.11093194561544806,0.22142468733090936,0.20028893383459945,0.10969413850762066,0.1118529357972875,0.36401030371530396,0.23840712870446623,0.3624922979256553,0.3122247939477347,0.1319432920035979,0.956836623502852
0.5046900659663152,0.44339795507039526,0.3039695486686469,0.24729846865102445,0.17465134517715342,0.2918114749099914,0.42150544203150275,0.3554086378053398,0.36848591220541493,0.2898978209323104,0.4085725800716773,0.9538687961195365
0.6004119464469113,0.42368160662590526,0.4469095522936186,0.38468650678987615,0.1904729430216321,0.30168892140773096,0.5590376411416855,0.37143385108129223,0.7059207946672359,0.618183357795715,0.39772646452183835,0.9596808188126005
0.5858546497056523,0.487118408032984,0.40580025376129925,0.3368101704709261,0.26825109967012395,0.3195536857510888,0.7605607990471981,0.3720908745597171,0.2549059880125242,0.22525968160744014,0.3306109385744094,0.9562796215543301
0.4764940017257686,0.36882031736695353,0.278375928947753,0.2365790234043743,0.14062127050146955,0.12224864337622421,0.7412769683458009,0.3450399860382731,0.16376944190278664,0.1752004064578614,0.2744956259928131,0.9506379217711611
0.42121524201775173,0.15289331916301308,0.21044045677081158,0.20034672060137382,0.11269478637495922,0.10895677092867118,0.6632660333752938,0.23579956677485825,0.30886718822921466,0.14818787399781286,0.11215950309360778,0.9558837358719074
0.2653157792183265,0.008795397075118672,0.006489033895377361,0.05781566021414619,0.014935042793695175,0.03194927138611092,0.40116273150260895,0.32144873676975294,0.5879903654049485,0.5559585638475255,0.3671439747754448,0.9595986166360291
0.5951234447629759,0.5598270238579062,0.38539061083974957,0.3160069344121439,0.7207692569991195,0.351929760380699,0.4885712249408698,0.49072467636460715,0.5441865675820736,0.529792819238537,0.35913088831466666,0.008091982262740771
0.6651821749655937,0.6477809946127309,0.5031357621901407,0.4030626986414063,0.9813823439153566,0.8920797512346326,0.46243521997234893,0.4065332772124748,0.529043822469248,0.5628316585748507,0.8670728527063147,0.9925143409917467
0.5776157207665165,0.4991387840364041,0.3550117817658247,0.1999999999998181,0.08848501380998641,0.07103225413084147,0.2093629412424889,0.06990113849838053,0.690834064640967,0.10738681269049266,0.05042554704709801,0.939162497920293
0.4313747320957191,0.2697621578035978,0.23614283124970825,0.2595781566024016,0.7058342142063339,0.45485031400494336,0.38018876569253734,0.43365602767698874,0.48854491476322437,0.2728914982499191,0.3924397240464259,0.009939887192302876
